state,substate,n_sql,dwell_min_s,dwell_p50_s,dwell_p95_s,dwell_max_s,dwell_sum_s,n_loki,loki_p50_s,prom_entered,prom_p50_s,prom_p95_s,flags
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""9fe40162-a402-4cf3-9d8c-60eba00d0cef""}}}",1,37.95,37.95,37.95,37.95,37.95,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""a027ef6c-1a32-4487-9e8b-a4c6b719e048""}}}",1,37.92,37.92,37.92,37.92,37.92,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""a02f2c10-a8d6-4810-ba48-0671afc1a18a""}}}",1,39.29,39.29,39.29,39.29,39.29,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""a1266d31-d68f-4470-be7e-d634f437c961""}}}",1,27.67,27.67,27.67,27.67,27.67,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""a1d53e27-734f-4eb3-81ff-bca4cfe31960""}}}",1,36.58,36.58,36.58,36.58,36.58,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""a24f32a4-605e-4334-b1cf-e1c993d03d10""}}}",1,38.21,38.21,38.21,38.21,38.21,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""a3f5d3df-4ec1-4828-bcb7-c69bc7b71ea7""}}}",1,35.88,35.88,35.88,35.88,35.88,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""a4efc522-4ad9-4cb1-a4b0-7aeec6744ad5""}}}",1,38.54,38.54,38.54,38.54,38.54,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""a5e3a919-4a18-4b97-abb1-77392db3c906""}}}",1,38.48,38.48,38.48,38.48,38.48,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""a671bb29-abb6-43cc-bc75-4d0ba5ee871a""}}}",1,36.39,36.39,36.39,36.39,36.39,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""abff1696-1390-4865-a842-e4b9ebf18b2f""}}}",1,28.91,28.91,28.91,28.91,28.91,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""ac22e0f9-cf37-451a-8b58-801464a1ce6b""}}}",1,34.94,34.94,34.94,34.94,34.94,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""ad8118ae-0357-4bb3-8a3d-4bdf26a4f492""}}}",1,38.33,38.33,38.33,38.33,38.33,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""b0e784c5-8149-4d54-99d5-76b7d389a0c4""}}}",1,37.45,37.45,37.45,37.45,37.45,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""b1c7b52c-c421-4e00-a1c7-58bed9568724""}}}",1,33.43,33.43,33.43,33.43,33.43,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""b5b01a22-2a44-4f00-a8da-4f0a72a98841""}}}",1,37.95,37.95,37.95,37.95,37.95,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""b6e29833-d5bd-40bf-9007-05eb69f1d5de""}}}",1,31.87,31.87,31.87,31.87,31.87,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""b6ec2b05-43a8-4911-b505-ea9a93eac5f0""}}}",1,36.15,36.15,36.15,36.15,36.15,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""bb2c5994-abe2-4111-8d07-d91c67eacba4""}}}",1,38.08,38.08,38.08,38.08,38.08,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""bcf50e6a-4768-4166-8ffe-a66b157740f6""}}}",1,33.64,33.64,33.64,33.64,33.64,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""bd4f7e7f-e606-4000-9d6b-fa22c2dfc991""}}}",1,34.23,34.23,34.23,34.23,34.23,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""be9c3a0b-8ae4-4afd-a964-dee07e22bb4f""}}}",1,34.99,34.99,34.99,34.99,34.99,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""bed78982-ed4d-40f6-8cb0-cdbd78b04d9e""}}}",1,36.58,36.58,36.58,36.58,36.58,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""c51a1d6f-d2b0-4bb0-ad6b-6896e2420715""}}}",1,35.91,35.91,35.91,35.91,35.91,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""c5f1bfc2-f3a6-42cb-8888-fa53aad6ffe1""}}}",1,36.51,36.51,36.51,36.51,36.51,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""c6db864e-d237-44c6-93fa-109a5ebea8d5""}}}",1,36.16,36.16,36.16,36.16,36.16,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""c8bb5115-e59d-4fa1-adeb-d45916898127""}}}",1,34.98,34.98,34.98,34.98,34.98,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""c9fb03a3-91e3-4fd2-937f-d851ed71d9ef""}}}",1,35.53,35.53,35.53,35.53,35.53,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""cb3976ff-8ff9-4871-b83e-126b695ae74b""}}}",1,33.44,33.44,33.44,33.44,33.44,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""cdf50653-225b-4197-9c49-c0e10661e0a8""}}}",1,35.68,35.68,35.68,35.68,35.68,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""ceaa820d-796f-41c0-a173-cfa0a047fe67""}}}",1,28.97,28.97,28.97,28.97,28.97,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""cf984685-61d0-4cc5-ae9e-7958b5fa14b7""}}}",1,31.87,31.87,31.87,31.87,31.87,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""d1aff4d4-5c80-4cfa-b8c5-529917205365""}}}",1,37.91,37.91,37.91,37.91,37.91,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""d28ecf79-5e7c-4446-9b3d-827d98248a6d""}}}",1,30.80,30.80,30.80,30.80,30.80,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""d3b58bcf-077e-41fd-81cd-081f0d8438e2""}}}",1,38.51,38.51,38.51,38.51,38.51,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""d7095c0e-f9c0-425a-a3e7-14a0bffd86ef""}}}",1,38.08,38.08,38.08,38.08,38.08,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""d7a35704-baf4-4002-b34c-d93d447a1320""}}}",1,35.54,35.54,35.54,35.54,35.54,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""d815784f-dc53-4af8-92ec-bc8c59843380""}}}",1,35.00,35.00,35.00,35.00,35.00,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""d882ff40-bcf2-4298-ba3d-c6c43142b776""}}}",1,34.94,34.94,34.94,34.94,34.94,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""d890c3c3-c8cb-43ca-824f-1c357aa52b00""}}}",1,35.29,35.29,35.29,35.29,35.29,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""daa478b2-f7e8-43b7-9130-2c48bfb6ac09""}}}",1,31.73,31.73,31.73,31.73,31.73,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""db2c5a59-1bab-4cc3-b739-df61ecea82bc""}}}",1,33.28,33.28,33.28,33.28,33.28,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""de0307b6-a03a-44a9-90b5-9de792ef5847""}}}",1,34.27,34.27,34.27,34.27,34.27,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""de956204-c440-4082-a8e1-9b8a5610ca9e""}}}",1,31.01,31.01,31.01,31.01,31.01,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""df3cc20f-e082-4ceb-8c0d-1c5cdf388618""}}}",1,38.46,38.46,38.46,38.46,38.46,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""e12ff719-5529-4bbe-b1eb-8b9fcf00f3bf""}}}",1,30.44,30.44,30.44,30.44,30.44,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""e1dfb693-f3f1-4790-9a85-4172da8e3e36""}}}",1,31.10,31.10,31.10,31.10,31.10,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""e2a466d8-f86b-470c-99f0-1c6cdd667914""}}}",1,33.29,33.29,33.29,33.29,33.29,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""e3efb11a-49bb-4603-badf-759d31e03236""}}}",1,32.91,32.91,32.91,32.91,32.91,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""e8e45fcc-a443-41f7-acd0-a1b914a6a8b8""}}}",1,38.02,38.02,38.02,38.02,38.02,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""eb8209a2-a768-4fed-9aa9-d13b1a689d86""}}}",1,35.68,35.68,35.68,35.68,35.68,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""ec6c589b-6988-4689-a258-d3e4bfdcc267""}}}",1,31.35,31.35,31.35,31.35,31.35,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""eca5ea9a-4024-43ad-bbec-ea3125db5e11""}}}",1,31.05,31.05,31.05,31.05,31.05,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""f4ad567a-e906-4058-b675-8d8dea4ae771""}}}",1,38.08,38.08,38.08,38.08,38.08,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""f5bb1a13-bd0e-4a3f-876b-66d79caf483c""}}}",1,36.15,36.15,36.15,36.15,36.15,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""f92b987f-c10d-4fab-9366-0afe682244d6""}}}",1,36.15,36.15,36.15,36.15,36.15,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""f96b8799-cbb7-402b-8fad-4ca277ccea91""}}}",1,35.69,35.69,35.69,35.69,35.69,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""fb486e6d-3e7a-41cf-a837-a96d0338bced""}}}",1,38.09,38.09,38.09,38.09,38.09,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""fec4cf44-9074-4f07-91f8-ee474ea4e1fe""}}}",1,34.92,34.92,34.92,34.92,34.92,0,,,,,
validation,"{""validation_type"": ""machinevalidation"", ""machine_validation"": {""reboothost"": {""validation_id"": ""ff3a113e-5211-40ac-99e2-12dd8610e248""}}}",1,28.92,28.92,28.92,28.92,28.92,0,,,,,
waitingforcleanup,hostcleanup,167,29.76,296.83,327.75,386.59,35101.74,167,296.80,167,220.23,560.86,
waitingforcleanup,init,167,28.28,36.87,44.08,56.16,6053.50,167,36.85,167,43.19,58.32,
